id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
2060,Male,Loyal Customer,77,Personal Travel,Business,4202,2,3,1,4,3,5,4,4,2,3,4,2,1,1,14,7.0,satisfied
2061,Female,disloyal Customer,70,Personal Travel,Business,4936,4,3,5,4,4,2,4,3,2,4,2,5,4,3,10,14.0,neutral or dissatisfied
2062,Female,Loyal Customer,7,Business travel,Business,3742,2,3,4,3,4,5,4,5,3,4,3,5,3,5,5,6.0,satisfied
2063,Male,Loyal Customer,53,Personal Travel,Eco,2360,3,1,2,2,4,4,3,2,3,1,2,3,4,3,9,19.0,neutral or dissatisfied
2064,Female,Loyal Customer,24,Business travel,Business,280,1,3,1,5,3,2,0,2,4,4,2,3,5,2,2,16.0,neutral or dissatisfied
2065,Female,Loyal Customer,27,Business travel,Business,4615,4,4,3,4,4,4,2,1,1,2,2,3,3,1,8,9.0,neutral or dissatisfied
2066,Female,Loyal Customer,23,Personal Travel,Eco,2826,4,2,2,2,4,3,4,3,5,3,3,4,4,2,12,15.0,satisfied
2067,Female,Loyal Customer,42,Business travel,Eco Plus,1126,4,3,3,3,3,4,2,4,3,1,2,4,5,3,15,19.0,neutral or dissatisfied
2068,Female,Loyal Customer,16,Personal Travel,Eco,2731,4,5,1,3,3,3,4,3,0,1,1,1,3,5,8,23.0,neutral or dissatisfied
2069,Male,disloyal Customer,48,Business travel,Eco,1989,4,3,2,3,3,3,4,4,3,1,2,2,4,3,10,0.0,satisfied
2070,Male,Loyal Customer,19,Business travel,Eco,1782,4,1,3,2,5,3,3,4,3,3,3,3,5,3,7,3.0,satisfied
2071,Male,Loyal Customer,46,Business travel,Eco,2293,4,1,3,3,4,4,1,3,2,3,2,4,4,3,6,0.0,satisfied
2072,Female,Loyal Customer,55,Personal Travel,Eco,3780,4,3,3,2,3,2,2,4,5,3,3,3,3,2,5,0.0,neutral or dissatisfied
2073,Male,Loyal Customer,21,Business travel,Eco,860,2,2,3,3,3,2,4,3,4,1,3,1,4,1,12,9.0,satisfied
2074,Male,Loyal Customer,15,Personal Travel,Eco,4821,3,3,5,3,4,4,5,3,4,1,2,4,3,5,5,0.0,neutral or dissatisfied
2075,Female,Loyal Customer,69,Business travel,Business,358,3,3,2,2,4,4,1,3,3,3,3,5,4,4,3,6.0,satisfied
2076,Male,Loyal Customer,64,Personal Travel,Business,778,3,4,2,3,3,2,3,3,4,4,5,0,3,4,16,20.0,satisfied
2077,Male,Loyal Customer,27,Business travel,Business,3397,1,2,1,4,4,2,2,5,1,3,3,4,3,3,0,0.0,neutral or dissatisfied
2078,Male,Loyal Customer,76,Business travel,Business,768,2,3,2,2,4,1,3,2,3,5,3,5,3,4,11,13.0,neutral or dissatisfied
2079,Male,Loyal Customer,24,Personal Travel,Business,3899,3,3,1,2,3,4,3,3,5,3,4,4,3,2,1,15.0,neutral or dissatisfied
2080,Male,Loyal Customer,79,Personal Travel,Eco,3686,4,3,4,2,3,4,5,3,4,3,2,3,5,3,9,11.0,satisfied
2081,Female,Loyal Customer,15,Business travel,Eco,2177,3,3,3,2,4,2,3,5,2,3,3,4,3,4,18,8.0,satisfied
2082,Male,Loyal Customer,58,Business travel,Business,2299,5,0,4,3,3,4,4,4,3,2,3,3,2,5,18,12.0,neutral or dissatisfied
2083,Male,Loyal Customer,8,Business travel,Business,4999,2,3,5,4,5,5,4,2,2,3,3,4,2,4,8,2.0,satisfied
2084,Female,Loyal Customer,22,Personal Travel,Business,3986,3,3,2,2,3,2,3,2,3,4,2,3,3,4,2,13.0,satisfied
2085,Male,Loyal Customer,38,Business travel,Eco,3178,4,4,3,4,3,3,3,4,2,4,4,3,3,3,1,0.0,neutral or dissatisfied
2086,Female,disloyal Customer,13,Personal Travel,Business,748,4,4,4,3,5,1,3,3,2,3,5,2,4,2,10,2.0,satisfied
2087,Female,Loyal Customer,42,Personal Travel,Business,2968,4,3,3,1,1,4,2,2,4,5,1,2,2,3,25,16.0,neutral or dissatisfied
2088,Female,Loyal Customer,25,Personal Travel,Business,247,4,3,4,3,3,3,2,4,2,4,4,5,1,3,7,3.0,neutral or dissatisfied
2089,Male,Loyal Customer,14,Business travel,Eco,1296,3,4,4,4,2,3,3,4,2,3,3,2,1,4,1,0.0,neutral or dissatisfied
2090,Male,Loyal Customer,82,Business travel,Business,3504,5,4,4,1,3,3,2,2,4,5,3,1,4,4,15,9.0,neutral or dissatisfied
2091,Female,Loyal Customer,83,Business travel,Eco,2067,4,3,3,5,2,3,3,2,2,2,4,5,4,5,13,19.0,neutral or dissatisfied
2092,Male,Loyal Customer,82,Business travel,Eco,4973,2,5,5,2,3,3,3,1,3,5,5,3,4,4,35,33.0,neutral or dissatisfied
2093,Female,disloyal Customer,19,Business travel,Eco Plus,4699,3,2,3,1,3,4,3,3,2,2,3,3,3,3,51,51.0,neutral or dissatisfied
2094,Male,Loyal Customer,36,Business travel,Eco,519,1,2,4,3,3,3,4,4,2,3,4,3,3,5,1,6.0,satisfied
2095,Male,Loyal Customer,32,Personal Travel,Business,4422,5,3,3,4,4,3,3,4,4,1,3,3,1,2,6,12.0,neutral or dissatisfied
2096,Female,Loyal Customer,32,Business travel,Business,4328,3,3,4,3,0,3,2,4,3,3,4,2,5,3,17,13.0,neutral or dissatisfied
2097,Female,Loyal Customer,39,Business travel,Eco,575,4,0,2,3,3,3,4,2,2,4,3,5,4,2,11,20.0,neutral or dissatisfied
2098,Female,Loyal Customer,46,Personal Travel,Business,1957,3,2,1,5,3,4,4,3,4,2,3,3,4,2,10,10.0,satisfied
2099,Female,Loyal Customer,44,Business travel,Eco,4745,1,3,4,3,3,4,3,5,5,3,3,2,2,2,1,0.0,neutral or dissatisfied
2100,Male,disloyal Customer,29,Business travel,Eco,133,5,3,2,5,3,2,2,3,3,3,3,0,3,2,3,10.0,satisfied
2101,Female,Loyal Customer,83,Personal Travel,Business,340,3,2,2,4,2,5,3,4,4,3,1,4,3,3,4,7.0,satisfied
2102,Female,Loyal Customer,83,Personal Travel,Business,2574,2,3,4,3,1,3,3,4,3,2,2,3,5,3,5,7.0,satisfied
2103,Male,Loyal Customer,32,Personal Travel,Eco,4767,4,3,4,3,3,3,4,4,3,3,5,3,4,3,20,18.0,neutral or dissatisfied
2104,Male,Loyal Customer,24,Personal Travel,Eco Plus,1430,5,4,3,3,2,2,4,4,3,5,5,2,3,3,6,6.0,neutral or dissatisfied
2105,Female,disloyal Customer,48,Business travel,Eco,3875,3,2,0,3,3,5,3,4,4,2,1,3,4,1,8,3.0,neutral or dissatisfied
2106,Male,Loyal Customer,35,Business travel,Business,3482,3,4,4,4,2,5,5,2,4,3,3,3,2,3,20,19.0,satisfied
2107,Female,Loyal Customer,83,Business travel,Eco,772,3,2,4,3,4,5,3,5,2,3,2,4,2,2,5,2.0,neutral or dissatisfied
2108,Male,Loyal Customer,40,Personal Travel,Business,1474,2,2,4,1,3,3,5,1,2,3,3,3,3,1,5,6.0,satisfied
2109,Male,disloyal Customer,10,Personal Travel,Business,3139,2,5,4,4,3,4,5,4,3,3,3,2,2,3,3,15.0,satisfied
2110,Male,Loyal Customer,16,Business travel,Eco,2434,5,2,3,4,3,5,4,3,2,3,4,5,1,3,0,0.0,satisfied
2111,Male,Loyal Customer,12,Business travel,Eco Plus,1224,3,2,3,1,3,3,4,3,3,3,2,3,3,3,12,18.0,satisfied
2112,Female,disloyal Customer,36,Business travel,Business,1042,2,2,2,3,3,4,3,2,3,3,4,2,3,4,20,21.0,neutral or dissatisfied
2113,Female,Loyal Customer,31,Business travel,Eco,2808,3,2,2,4,4,3,3,4,3,1,3,3,2,2,1,10.0,neutral or dissatisfied
2114,Female,Loyal Customer,73,Personal Travel,Business,4149,4,3,3,4,1,5,4,4,3,1,2,3,3,2,8,21.0,satisfied
2115,Female,Loyal Customer,76,Business travel,Business,2094,1,4,3,2,2,5,2,3,5,1,4,4,4,3,10,6.0,satisfied
2116,Male,Loyal Customer,17,Business travel,Business,4630,3,3,4,4,4,3,3,3,3,3,3,3,3,3,5,0.0,satisfied
2117,Female,Loyal Customer,80,Personal Travel,Eco,3352,5,3,1,3,4,5,5,5,3,4,3,3,3,5,1,0.0,satisfied
2118,Female,disloyal Customer,52,Business travel,Business,2046,5,2,1,3,4,3,4,3,3,2,5,4,3,3,13,20.0,neutral or dissatisfied
2119,Female,Loyal Customer,30,Business travel,Eco,3549,4,2,3,2,3,3,4,3,4,3,3,4,5,3,0,2.0,neutral or dissatisfied
2120,Female,Loyal Customer,38,Business travel,Business,2271,4,1,2,0,2,3,2,3,3,2,5,4,5,2,1,0.0,satisfied
2121,Female,disloyal Customer,41,Business travel,Business,3795,4,4,3,2,2,3,3,5,2,2,1,1,3,2,2,14.0,neutral or dissatisfied
2122,Female,Loyal Customer,20,Business travel,Business,4914,3,4,2,4,3,2,4,2,5,5,3,1,2,1,12,10.0,satisfied
2123,Female,disloyal Customer,74,Business travel,Business,3950,4,3,4,3,4,3,3,4,4,2,2,2,3,3,21,19.0,neutral or dissatisfied
2124,Female,Loyal Customer,7,Business travel,Eco,753,5,3,2,4,3,2,2,1,2,2,2,3,2,3,10,8.0,neutral or dissatisfied
2125,Female,disloyal Customer,12,Business travel,Eco,404,2,4,5,4,3,2,4,2,1,2,2,2,2,4,27,37.0,satisfied
2126,Male,Loyal Customer,28,Business travel,Eco Plus,4052,4,3,4,3,3,3,4,3,4,3,4,2,4,3,71,65.0,neutral or dissatisfied
2127,Male,Loyal Customer,18,Business travel,Business,4243,3,5,2,3,3,4,3,3,5,2,3,3,3,3,1,11.0,neutral or dissatisfied
2128,Female,Loyal Customer,11,Personal Travel,Eco,2858,3,2,5,1,3,4,4,3,4,3,2,2,3,3,1,5.0,satisfied
2129,Male,Loyal Customer,36,Business travel,Eco,1262,3,3,3,1,2,4,5,3,4,2,4,0,4,3,5,15.0,satisfied
2130,Male,disloyal Customer,36,Business travel,Business,4409,3,2,3,2,4,2,5,2,4,2,2,2,4,4,21,27.0,neutral or dissatisfied
2131,Female,Loyal Customer,16,Personal Travel,Eco,2269,3,4,3,4,4,2,3,5,3,2,5,2,3,5,22,24.0,neutral or dissatisfied
2132,Female,Loyal Customer,70,Business travel,Eco Plus,1497,4,1,4,3,2,3,2,2,1,3,2,3,3,3,0,5.0,neutral or dissatisfied
2133,Female,Loyal Customer,75,Business travel,Eco,1862,4,5,4,2,3,4,3,4,2,4,3,4,3,2,4,4.0,neutral or dissatisfied
2134,Male,Loyal Customer,63,Personal Travel,Eco,1515,3,4,2,2,4,3,5,4,4,4,5,3,4,3,3,0.0,satisfied
2135,Male,Loyal Customer,47,Business travel,Eco,1447,2,5,3,2,2,2,5,2,4,5,3,1,4,3,2,7.0,neutral or dissatisfied
2136,Female,Loyal Customer,80,Business travel,Eco,1662,2,3,3,4,3,5,3,3,3,2,4,5,3,2,8,8.0,neutral or dissatisfied
2137,Female,Loyal Customer,34,Personal Travel,Eco,3387,3,2,4,3,3,2,5,3,3,2,3,3,2,3,42,52.0,satisfied
2138,Male,disloyal Customer,40,Business travel,Eco Plus,132,2,4,4,4,2,2,4,5,3,2,3,3,4,1,0,9.0,neutral or dissatisfied
2139,Female,Loyal Customer,8,Business travel,Business,1846,4,4,3,1,5,3,1,3,3,3,2,3,4,4,7,11.0,neutral or dissatisfied
2140,Male,Loyal Customer,62,Business travel,Eco,890,3,2,2,4,3,3,4,5,3,2,4,2,1,2,1,8.0,satisfied
2141,Female,Loyal Customer,14,Business travel,Eco,3258,4,1,2,2,4,3,3,4,3,2,5,4,3,3,10,13.0,neutral or dissatisfied
2142,Female,Loyal Customer,58,Personal Travel,Business,4973,2,1,2,3,2,3,2,4,2,4,1,1,4,3,6,10.0,satisfied
2143,Female,Loyal Customer,68,Business travel,Eco,3949,2,3,4,4,5,2,3,4,4,4,2,4,3,2,5,0.0,satisfied
2144,Female,Loyal Customer,23,Business travel,Eco,1282,4,5,2,3,5,3,4,1,3,4,3,3,5,3,2,4.0,neutral or dissatisfied
2145,Male,Loyal Customer,54,Business travel,Eco,2590,3,2,3,4,1,3,2,4,4,3,2,3,5,2,13,16.0,neutral or dissatisfied
2146,Male,Loyal Customer,30,Personal Travel,Eco,148,3,3,3,2,3,1,3,2,3,2,4,4,2,5,2,4.0,neutral or dissatisfied
2147,Male,Loyal Customer,38,Business travel,Business,2093,4,3,3,3,4,4,3,4,5,3,3,3,3,5,14,16.0,satisfied
2148,Female,Loyal Customer,48,Business travel,Eco,1428,4,5,3,1,2,2,4,3,4,4,3,4,4,4,3,4.0,neutral or dissatisfied
2149,Female,Loyal Customer,26,Business travel,Eco,2533,2,5,2,3,3,2,3,2,4,4,5,2,3,3,14,30.0,satisfied
2150,Female,Loyal Customer,69,Business travel,Eco,2071,5,3,3,3,1,4,1,5,4,4,1,2,4,3,1,2.0,neutral or dissatisfied
2151,Male,Loyal Customer,37,Business travel,Business,3429,3,4,3,4,2,4,3,3,5,4,4,3,2,3,6,11.0,satisfied
2152,Male,Loyal Customer,43,Personal Travel,Business,2761,5,4,3,2,3,3,2,2,3,3,3,1,1,4,10,10.0,satisfied
2153,Female,Loyal Customer,70,Business travel,Eco,4697,2,2,4,2,2,1,2,4,3,4,3,2,4,5,0,2.0,neutral or dissatisfied
2154,Female,Loyal Customer,24,Business travel,Business,389,3,4,4,2,3,3,4,2,3,3,2,3,3,2,1,0.0,satisfied
2155,Female,Loyal Customer,42,Business travel,Business,4725,3,2,2,3,1,3,4,5,1,4,3,4,5,4,19,15.0,satisfied
2156,Male,Loyal Customer,84,Business travel,Eco,3962,1,3,3,2,4,3,2,3,3,4,3,3,4,1,2,0.0,satisfied
2157,Male,disloyal Customer,38,Business travel,Eco,3578,4,4,5,1,2,4,2,2,4,5,3,2,2,3,2,0.0,satisfied
2158,Female,Loyal Customer,16,Personal Travel,Eco,4136,1,3,3,2,5,5,3,4,4,4,4,3,4,3,0,1.0,neutral or dissatisfied
2159,Female,Loyal Customer,29,Business travel,Eco,299,3,4,3,3,2,4,2,4,5,3,2,2,3,3,7,1.0,satisfied
2160,Male,Loyal Customer,81,Personal Travel,Eco Plus,1105,4,4,4,3,4,3,3,1,4,5,2,3,4,4,2,0.0,satisfied
2161,Female,Loyal Customer,66,Business travel,Eco,53,2,1,3,4,4,5,3,3,4,2,1,2,2,5,30,47.0,satisfied
2162,Male,Loyal Customer,70,Business travel,Eco,4002,2,1,3,4,2,3,4,4,4,5,3,2,4,2,0,,satisfied
2163,Male,disloyal Customer,26,Business travel,Eco,1805,4,4,2,3,2,0,4,3,4,3,4,2,4,4,47,63.0,neutral or dissatisfied
2164,Female,Loyal Customer,72,Business travel,Eco,1839,3,4,3,1,2,2,2,3,3,3,2,1,4,5,3,3.0,neutral or dissatisfied
2165,Female,Loyal Customer,37,Business travel,Business,3072,3,3,4,3,3,1,3,4,3,3,2,4,4,3,5,3.0,neutral or dissatisfied
2166,Female,Loyal Customer,69,Personal Travel,Business,2144,4,3,4,3,2,3,5,4,1,2,5,4,5,3,47,50.0,neutral or dissatisfied
2167,Male,Loyal Customer,75,Personal Travel,Eco,3204,2,4,1,3,4,3,1,3,5,5,5,2,3,3,2,5.0,neutral or dissatisfied
2168,Female,Loyal Customer,23,Personal Travel,Eco,4685,2,4,5,4,2,1,4,3,3,3,5,4,5,3,0,0.0,neutral or dissatisfied
2169,Female,Loyal Customer,80,Personal Travel,Eco,1693,4,3,3,3,3,2,2,3,2,3,4,3,4,3,25,20.0,neutral or dissatisfied
2170,Female,Loyal Customer,56,Business travel,Eco,4464,2,4,4,3,4,2,5,3,3,3,4,2,3,5,5,10.0,satisfied
2171,Male,disloyal Customer,64,Business travel,Eco,2685,5,3,2,3,4,3,4,2,5,3,3,2,3,5,11,0.0,satisfied
2172,Female,Loyal Customer,66,Business travel,Business,1906,3,3,1,4,2,2,4,2,3,1,2,3,4,3,19,24.0,satisfied
2173,Female,disloyal Customer,20,Personal Travel,Eco,4599,4,3,2,2,4,4,2,3,3,3,2,4,3,5,2,1.0,satisfied
2174,Female,Loyal Customer,65,Business travel,Eco,2466,4,2,3,2,4,3,3,2,5,1,3,4,1,3,1,7.0,satisfied
2175,Male,Loyal Customer,23,Business travel,Business,682,3,2,4,3,2,5,4,3,4,3,4,2,4,4,0,9.0,neutral or dissatisfied
2176,Female,Loyal Customer,28,Business travel,Eco,1468,2,5,3,2,2,3,1,5,3,5,3,4,3,2,27,32.0,satisfied
2177,Male,Loyal Customer,16,Business travel,Eco,4235,3,2,3,3,4,5,3,3,1,2,4,3,3,2,4,0.0,neutral or dissatisfied
2178,Male,disloyal Customer,21,Personal Travel,Eco,2601,4,3,4,3,4,3,4,3,4,4,3,2,2,3,26,15.0,neutral or dissatisfied
2179,Female,Loyal Customer,83,Business travel,Business,2822,2,4,3,3,1,3,2,3,2,2,4,4,4,4,48,36.0,neutral or dissatisfied
2180,Male,disloyal Customer,32,Business travel,Business,3425,2,3,3,3,2,5,4,5,4,3,4,3,5,3,0,0.0,satisfied
2181,Female,Loyal Customer,37,Personal Travel,Eco,1012,5,4,5,5,4,1,3,5,3,2,5,4,2,1,1,0.0,satisfied
2182,Male,Loyal Customer,44,Business travel,Eco,508,2,3,3,4,2,3,5,3,4,4,4,2,4,2,2,2.0,satisfied
2183,Female,Loyal Customer,62,Business travel,Eco,2229,3,2,2,3,4,1,3,4,4,4,5,2,5,1,43,37.0,neutral or dissatisfied
2184,Female,Loyal Customer,51,Business travel,Business,4603,3,4,4,3,5,1,3,5,1,3,3,4,4,4,2,0.0,satisfied
2185,Female,disloyal Customer,48,Business travel,Eco,679,3,2,4,5,3,1,4,2,3,4,5,3,3,3,19,19.0,satisfied
2186,Male,Loyal Customer,72,Business travel,Business,3608,5,5,3,2,2,4,0,4,3,4,4,3,3,3,22,25.0,satisfied
2187,Male,Loyal Customer,45,Business travel,Business,4897,3,3,3,2,3,2,3,1,4,3,1,2,3,3,4,0.0,satisfied
2188,Male,Loyal Customer,66,Business travel,Business,528,3,2,5,3,4,3,3,3,4,4,5,3,3,2,3,0.0,neutral or dissatisfied
2189,Male,Loyal Customer,78,Business travel,Eco,709,3,3,4,3,3,4,1,3,3,2,2,2,3,3,10,12.0,neutral or dissatisfied
2190,Female,Loyal Customer,59,Business travel,Eco,4351,2,2,3,4,4,4,4,1,2,1,3,3,3,5,8,8.0,satisfied
2191,Male,Loyal Customer,9,Personal Travel,Business,587,2,3,2,4,2,4,3,4,2,2,4,2,3,4,14,13.0,satisfied
2192,Male,Loyal Customer,27,Business travel,Eco,3731,2,3,3,2,2,5,3,3,1,4,2,3,1,2,34,39.0,neutral or dissatisfied
2193,Male,Loyal Customer,55,Business travel,Eco,3996,5,2,2,1,4,5,4,2,3,3,3,5,3,3,0,0.0,neutral or dissatisfied
2194,Male,disloyal Customer,44,Business travel,Eco,1599,4,2,4,2,2,2,3,4,4,3,4,3,5,3,41,47.0,satisfied
2195,Female,Loyal Customer,29,Business travel,Eco,1493,3,5,3,4,0,4,3,4,3,3,2,3,2,4,18,36.0,neutral or dissatisfied
2196,Female,Loyal Customer,33,Personal Travel,Eco,2631,4,3,5,2,3,3,4,1,4,3,3,4,5,2,25,27.0,neutral or dissatisfied
2197,Male,Loyal Customer,13,Business travel,Business,2557,1,3,5,1,3,3,3,0,3,4,3,2,4,3,5,2.0,neutral or dissatisfied
2198,Female,disloyal Customer,25,Business travel,Business,4307,5,2,2,3,4,2,1,3,3,5,4,2,4,3,6,0.0,neutral or dissatisfied
2199,Female,Loyal Customer,68,Business travel,Eco Plus,2982,4,4,2,2,5,3,3,2,2,2,5,3,3,2,8,5.0,satisfied
2200,Male,Loyal Customer,7,Personal Travel,Eco,4842,5,2,1,1,3,3,3,5,3,4,2,4,4,3,7,9.0,satisfied
2201,Male,Loyal Customer,72,Business travel,Eco,1237,4,2,1,3,4,5,4,3,4,3,3,4,5,3,0,0.0,neutral or dissatisfied
2202,Male,Loyal Customer,33,Personal Travel,Eco,1441,3,3,3,3,3,2,3,4,5,2,3,2,4,4,8,8.0,neutral or dissatisfied
2203,Male,Loyal Customer,70,Business travel,Eco,1243,4,3,2,5,3,1,2,3,3,4,3,3,4,3,0,0.0,satisfied
2204,Male,Loyal Customer,26,Business travel,Eco,3270,2,3,5,3,3,3,2,1,4,5,5,3,3,2,5,,satisfied
2205,Male,Loyal Customer,71,Personal Travel,Eco,215,3,2,4,4,3,2,5,3,5,2,4,5,3,3,12,12.0,neutral or dissatisfied
2206,Female,Loyal Customer,51,Business travel,Business,4308,3,3,3,3,2,3,4,2,2,3,3,3,3,3,8,,neutral or dissatisfied
2207,Male,Loyal Customer,73,Business travel,Eco,3870,5,2,3,2,5,4,5,2,4,1,2,5,4,4,8,8.0,satisfied
2208,Female,Loyal Customer,11,Business travel,Eco Plus,4941,2,2,5,2,0,3,5,2,3,3,4,3,3,3,16,17.0,satisfied
2209,Male,Loyal Customer,69,Business travel,Business,4794,2,3,5,4,4,3,2,2,4,3,3,4,3,4,14,25.0,satisfied
2210,Male,Loyal Customer,28,Business travel,Business,400,3,5,2,4,3,3,2,3,2,5,2,4,3,2,9,3.0,neutral or dissatisfied
2211,Female,Loyal Customer,34,Business travel,Eco,3751,4,4,2,1,3,4,3,3,4,2,4,3,5,4,10,15.0,satisfied
2212,Female,Loyal Customer,10,Business travel,Eco,2542,2,5,3,2,2,2,4,4,3,4,4,3,4,4,0,6.0,satisfied
2213,Female,Loyal Customer,81,Business travel,Business,3690,4,2,3,2,1,4,2,1,4,3,3,3,4,3,6,4.0,neutral or dissatisfied
2214,Male,Loyal Customer,57,Business travel,Business,4374,5,5,2,4,4,2,4,3,5,5,2,3,1,4,9,4.0,satisfied
2215,Male,Loyal Customer,83,Personal Travel,Business,2936,4,3,3,1,4,4,4,3,5,3,5,4,4,4,7,17.0,satisfied
2216,Male,Loyal Customer,51,Business travel,Business,65,3,4,5,4,3,2,2,3,5,3,4,4,4,5,22,12.0,satisfied
2217,Male,Loyal Customer,19,Personal Travel,Eco,4330,3,4,1,3,4,4,2,3,2,4,4,4,4,2,9,3.0,neutral or dissatisfied
2218,Female,Loyal Customer,33,Business travel,Eco,2214,5,3,3,3,2,3,4,3,3,4,3,2,4,2,10,2.0,neutral or dissatisfied
2219,Male,disloyal Customer,41,Business travel,Eco,2320,3,4,1,2,3,3,5,2,4,4,2,2,2,4,12,7.0,satisfied
2220,Male,Loyal Customer,18,Personal Travel,Business,2941,4,4,2,4,4,4,3,3,4,4,3,2,3,3,3,2.0,satisfied
2221,Female,Loyal Customer,79,Personal Travel,Business,4562,5,1,3,3,3,2,4,3,3,1,2,3,5,2,33,44.0,satisfied
2222,Male,Loyal Customer,81,Personal Travel,Business,2656,4,3,2,1,4,3,3,5,2,4,3,4,2,5,22,19.0,satisfied
2223,Male,Loyal Customer,50,Business travel,Eco,1077,2,4,4,2,1,4,3,3,0,4,2,2,2,5,26,42.0,satisfied
2224,Male,Loyal Customer,52,Personal Travel,Eco Plus,3677,2,3,3,1,2,3,3,3,1,2,3,3,2,3,7,14.0,neutral or dissatisfied
2225,Male,Loyal Customer,61,Personal Travel,Business,3183,3,4,3,4,4,4,3,2,3,3,3,4,3,2,20,16.0,satisfied
2226,Female,disloyal Customer,59,Personal Travel,Eco Plus,374,4,2,3,5,5,4,5,3,3,1,3,3,5,2,3,0.0,neutral or dissatisfied
2227,Female,Loyal Customer,11,Personal Travel,Business,2686,3,3,3,4,3,3,3,3,4,3,3,3,4,4,3,4.0,neutral or dissatisfied
2228,Female,Loyal Customer,48,Business travel,Business,3937,5,3,3,3,2,5,1,3,4,4,2,4,5,5,9,9.0,satisfied
2229,Male,Loyal Customer,67,Business travel,Eco,4426,3,3,3,1,5,4,4,3,5,4,2,3,1,5,19,10.0,satisfied
2230,Female,Loyal Customer,69,Business travel,Business,1451,3,2,3,2,3,2,4,1,2,4,3,2,2,3,2,0.0,neutral or dissatisfied
2231,Female,disloyal Customer,53,Business travel,Eco,2636,2,4,1,2,4,2,4,2,1,2,3,3,3,3,1,0.0,neutral or dissatisfied
2232,Male,Loyal Customer,76,Personal Travel,Business,4129,4,3,3,3,3,3,3,3,2,1,2,3,5,3,9,23.0,neutral or dissatisfied
2233,Female,Loyal Customer,52,Business travel,Eco,2939,3,3,2,5,3,4,2,5,5,4,5,5,3,4,15,16.0,satisfied
2234,Male,Loyal Customer,36,Business travel,Business,2126,1,5,3,5,2,1,2,1,3,3,4,5,3,2,21,19.0,neutral or dissatisfied
2235,Female,Loyal Customer,41,Personal Travel,Business,962,3,4,1,2,5,2,3,2,4,4,2,5,4,2,17,12.0,neutral or dissatisfied
2236,Female,Loyal Customer,60,Business travel,Business,262,2,4,3,1,4,3,3,1,3,5,3,2,3,3,13,9.0,satisfied
2237,Male,Loyal Customer,76,Personal Travel,Eco Plus,3465,3,3,3,2,5,2,3,4,3,1,3,5,5,4,0,0.0,satisfied
2238,Male,disloyal Customer,24,Business travel,Eco,4821,3,3,4,4,2,2,5,5,1,5,3,5,5,5,5,6.0,satisfied
2239,Male,Loyal Customer,29,Business travel,Eco,3024,2,2,2,3,1,3,4,4,3,2,3,3,5,2,17,23.0,neutral or dissatisfied
2240,Female,Loyal Customer,57,Business travel,Business,3913,2,3,3,3,3,3,5,4,3,4,4,3,4,4,8,20.0,satisfied
2241,Male,Loyal Customer,66,Business travel,Business,3401,2,0,4,3,5,3,2,2,4,3,5,4,3,3,8,14.0,satisfied
2242,Female,disloyal Customer,38,Business travel,Business,1771,2,3,2,2,3,2,2,4,4,3,4,3,4,3,1,,satisfied
2243,Male,Loyal Customer,57,Business travel,Eco,2637,2,3,3,2,4,3,3,2,5,1,4,2,1,1,32,41.0,neutral or dissatisfied
2244,Male,Loyal Customer,7,Business travel,Business,1386,2,3,1,5,2,2,4,3,3,2,5,1,3,4,8,7.0,satisfied
2245,Female,Loyal Customer,29,Business travel,Business,1154,2,3,2,5,2,5,3,4,3,4,3,1,2,4,11,1.0,satisfied
2246,Female,Loyal Customer,81,Personal Travel,Eco,2965,4,2,3,2,3,5,4,3,3,3,2,3,4,5,55,61.0,neutral or dissatisfied
2247,Female,disloyal Customer,51,Business travel,Eco,3247,3,5,4,1,5,3,5,4,2,4,4,4,3,3,13,8.0,satisfied
2248,Male,Loyal Customer,74,Business travel,Business,4937,4,3,2,3,4,2,3,3,4,2,2,2,4,5,14,14.0,satisfied
2249,Male,Loyal Customer,23,Business travel,Business,1219,5,2,5,3,1,4,4,4,3,4,2,4,4,3,10,,neutral or dissatisfied
2250,Male,Loyal Customer,29,Personal Travel,Business,1486,4,4,3,4,4,4,4,5,5,3,5,4,5,3,23,32.0,satisfied
2251,Female,Loyal Customer,83,Personal Travel,Eco,872,3,3,2,4,2,5,3,4,2,4,1,3,2,1,2,8.0,neutral or dissatisfied
2252,Female,Loyal Customer,84,Personal Travel,Business,4743,4,3,4,2,2,5,4,2,3,4,4,4,1,4,13,2.0,satisfied
2253,Male,Loyal Customer,75,Personal Travel,Eco,3918,4,2,2,4,4,1,2,3,2,2,2,3,5,3,23,23.0,neutral or dissatisfied
2254,Female,Loyal Customer,31,Business travel,Business,1685,3,3,3,3,5,4,2,4,4,3,4,4,3,3,7,15.0,satisfied
2255,Male,disloyal Customer,69,Personal Travel,Eco,4846,3,4,2,4,4,3,4,4,2,4,5,4,3,3,12,11.0,satisfied
2256,Female,Loyal Customer,42,Business travel,Eco Plus,3535,2,4,2,3,3,4,1,3,3,4,2,2,4,3,17,17.0,satisfied
